======================================================================
com.apple.WebKit.WebContent [34040]: 64-bit    Footprint: 245 MB (16384 bytes per page)
======================================================================

  Dirty      Clean  Reclaimable    Regions    Category
    ---        ---          ---        ---    ---
 122 MB        0 B      4144 KB        108    Owned physical footprint (unmapped) (graphics)
  97 MB        0 B       640 KB         13    WebKit malloc
7520 KB        0 B       240 KB        690    MALLOC_SMALL
6272 KB        0 B          0 B          3    JS JIT generated code
5280 KB        0 B          0 B          4    untagged (VM_ALLOCATE) (graphics)
2272 KB        0 B          0 B          9    untagged (VM_ALLOCATE)
1287 KB        0 B          0 B        541    __DATA_DIRTY
 960 KB        0 B          0 B        545    JS VM Gigacage
 833 KB        0 B          0 B        581    __DATA
 705 KB        0 B          0 B          1    page table
 544 KB        0 B          0 B         22    stack
 432 KB        0 B          0 B          9    MALLOC metadata
 256 KB        0 B          0 B          1    MALLOC_TINY
 202 KB        0 B          0 B       1561    unused dyld shared cache area
  80 KB        0 B          0 B          4    app-specific tag 2
  78 KB        0 B          0 B        340    __AUTH
  48 KB        0 B          0 B          2    __TPRO_CONST
  32 KB        0 B          0 B          2    ColorSync
  16 KB        0 B          0 B          1    CoreServices
  16 KB        0 B          0 B          1    os_alloc_once
  16 KB        0 B          0 B        631    __DATA_CONST
    0 B        0 B        64 KB          8    ImageIO
    0 B    1008 KB          0 B         25    mapped file
    0 B        0 B          0 B          3    app-specific tag 1
    0 B        0 B          0 B          3    __LINKEDIT
    0 B        0 B          0 B          1    __FONT_DATA
    0 B        0 B          0 B          1    dyld private memory
    0 B        0 B          0 B          1    __CTF
    0 B        0 B          0 B        649    __TEXT
    0 B        0 B          0 B         57    guard
    0 B        0 B          0 B        627    __AUTH_CONST
    ---        ---          ---        ---    ---
 245 MB    1008 KB      5088 KB       6446    TOTAL

Auxiliary data:
    phys_footprint: 245 MB
    phys_footprint_peak: 1289 MB

