======================================================================
com.apple.WebKit.WebContent [61843]: 64-bit    Footprint: 55 MB (16384 bytes per page)
======================================================================

  Dirty      Clean  Reclaimable    Regions    Category
    ---        ---          ---        ---    ---
  26 MB        0 B          0 B         13    Owned physical footprint (unmapped) (graphics)
  20 MB        0 B          0 B          6    WebKit malloc
4320 KB        0 B          0 B        437    MALLOC_SMALL
1271 KB        0 B          0 B        540    __DATA_DIRTY
 774 KB        0 B          0 B        580    __DATA
 593 KB        0 B          0 B          1    page table
 448 KB        0 B          0 B         26    stack
 384 KB        0 B          0 B          3    JS JIT generated code
 384 KB        0 B          0 B        545    JS VM Gigacage
 352 KB        0 B          0 B          9    MALLOC metadata
 288 KB        0 B          0 B          8    untagged (VM_ALLOCATE)
 240 KB        0 B          0 B          1    MALLOC_TINY
 197 KB        0 B          0 B       1565    unused dyld shared cache area
  80 KB        0 B          0 B          4    app-specific tag 2
  78 KB        0 B          0 B        340    __AUTH
  48 KB        0 B          0 B          2    __TPRO_CONST
  32 KB        0 B          0 B          2    ColorSync
  16 KB        0 B          0 B        630    __DATA_CONST
  16 KB        0 B          0 B          1    CoreServices
  16 KB        0 B          0 B          1    os_alloc_once
    0 B    1936 KB          0 B         26    mapped file
    0 B        0 B          0 B          1    __CTF
    0 B        0 B          0 B          1    dyld private memory
    0 B        0 B          0 B        626    __AUTH_CONST
    0 B        0 B          0 B          3    app-specific tag 1
    0 B        0 B          0 B          1    __FONT_DATA
    0 B        0 B          0 B        648    __TEXT
    0 B        0 B          0 B         56    guard
    0 B        0 B          0 B          3    __LINKEDIT
    ---        ---          ---        ---    ---
  55 MB    1936 KB          0 B       6081    TOTAL

Auxiliary data:
    phys_footprint: 55 MB
    phys_footprint_peak: 139 MB

